API Number,Operator,Month,Day,Year,Well_Name,Field_Name,County,Shale_Formation/Member,Depth,Depth_Range_(feet),Second_Depth_Interval_(feet),Third_Depth_Interval_(feet),Initial_Potential_(MCFD),Water_(BWPD),ISIP,SITP/SICP,FTP/FCP,IP OIL/COND,API gravity,GOR,Comments,Lateral Length (ft),PI Newsletter Date,Latitude,Longitude
35-049-23257,Cimarex Energy of Colorado,10,22,2007,3-16 Dutton,Eola-Robberson,Garvin,Sycamore; Woodford,6966,6966-7174,7280-7400,,67,12,,,,3,,22333,"Commingled; IPP OIL 3 BPD; GOR 22,333; gross depth range",,11/30/2007,34.564057,-97.417269
35-095-20491,Walter Oil & Gas,10,23,2007,1-14 Jay E. Porter,unnamed,Marshall,Woodford,4868,4868,,,1110,150,500,,100,36,36,30833,"HORIZONTAL well; lateral 5,519-7,904 ft; gross depth range; IPF OIL 36 BPD; GOR 30,833; OIL GTY 36 API DEG; discovery-new field",2385,4/11/2008,34.117072,-96.639411
35-061-22300,Sedna Energy,10,25,2007,3H-18 Allred,Kinta,Haskell,Woodford,6633,6633,,,931,272,,,160,,,,"HORIZONTAL well; openslot; lateral 7,030-8,190 ft; gross depth range; liner 574-8,347 ft",1160,2/8/2008,35.167528,-95.234414
35-063-23911,Devon Energy,10,25,2007,1-6H Turpin,Gerty,Hughes,Woodford,6640,6640,,,2243,547,,,710,,,,"HORIZONTAL well; lateral 6,919-8,865 ft; gross depth range",1946,3/7/2008,34.840179,-96.292145
35-133-24136,"Holke, Dave Consulting",10,27,2007,1-35 Scott,Seminole,Seminole,Woodford,3826,3826-3834,3862-3870,3888-3894,50,20,,,,,,,OWWO; gross depth range,,3/7/2008,35.211119,-96.636659
35-063-23932,Continental Resources,10,29,2007,1-30H Shaklee,unnamed,Hughes,Woodford,6301,6301,,,796,453,,,170,,,,"HORIZONTAL well; lateral 7,816-9,484 ft; gross depth range; discovery-new field",1668,4/4/2008,34.785783,-96.298692
35-103-24107,Donray Petroleum,10,30,2007,63 Caiby,Whiterock,Noble,Woodford,4673,4673-4678,,,40,,,,,,,,,,9/19/2008,36.504315,-97.409221
35-019-25010,BNK Petroleum US,11,1,2007,1-26 Nickel Hill,Baum,Carter,Caney; Woodford,9346,9346-9356,,,438,11,,,40,5,49,87600,"IPF 5 BBLS condensate; OIL GTY 48.7 API DEG; GOR 87,600; Woodford top is 9,280 ft; recompleted to Caney 8,575-8,852 ft and Woodford 9,346-9,356 ft on 11/19/2011",,2/29/2008; 11/2/2012,34.263474,-96.961737
35-029-20861,Newfield Exploration,11,1,2007,1H-9 Long,unnamed,Coal,Woodford,7385,7385,,,1023,603,,,40,,,,"HORIZONTAL well; lateral 7,850-10,250 ft; gross depth range; discovery-new field",2400,2/15/2008,34.662599,-96.26375
35-063-23928,Devon Energy,11,1,2007,1-5H Woodall,Gerty E,Hughes,Woodford,7043,7043,,,2063,941,,,750,,,,"HORIZONTAL well; lateral 7,313-9,204 ft; gross depth range; discovery-extension",1891,3/28/2008,34.840232,-96.27231
35-145-23025,WCT Operating,11,2,2007,1-14 Clay,Wagoner District,Wagoner,Woodford,790,0790-0811,,,18,200,,,,,,,,,2/15/2008,35.953509,-95.460126
35-121-23926,Antero Resources,11,2,2007,4-1H Powell,Ashland S,Pittsburg,Woodford,9501,9501,,,1647,110,,,110,,,,"HORIZONTAL well; lateral 10,324-11,416 ft",1092,4/11/2008; 4/28/2008,34.753928,-96.042986
35-063-23923,Antero Resources,11,4,2007,24-1H Loftis Trust,Stuart SW,Hughes,Woodford,7452,7452,,,804,115,,,120,,,,"HORIZONTAL well; lateral 7,944-8,904 ft",960,4/4/2008,34.884835,-96.103235
35-005-20353,Pablo Energy II LLC,11,5,2007,1H-24 Cox,unnamed,Atoka,Woodford,7714,7714,,,3276,1200,,2420,350,,,,"HORIZONTAL well; lateral 7,859-10,872 ft; gross depth range; discovery-new field",3013,2/15/2008,34.276,-96.207742
35-063-23929,Devon Energy,11,5,2007,1-2H James,unnamed,Hughes,Woodford,7890,7890,,,3263,490,,,325,,,,"HORIZONTAL well; lateral 8,260-10,057 ft; gross depth range; discovery-new field",1797,3/7/2008,34.840359,-96.228436
35-063-23883,Continental Resources,11,5,2007,1-34H Boyce,Calvin,Hughes,Woodford,5640,5640,,,1565,2230,,,300,,,,"HORIZONTAL well; lateral 5,914-9,958 ft; gross depth range; discovery-extension",4044,6/27/2008,34.942519,-96.241975
35-145-23023,WCT Operating,11,6,2007,2-12 Bethel,Wagoner District,Wagoner,Woodford,700,0700-0726,,,60,200,,,,,,,Discovery-extension,,2/15/2008,35.963534,-95.456706
35-063-23952,Newfield Exploration,11,6,2007,2H-35 Turpin,unnamed,Hughes,Woodford,6737,6737,,,3418,892,,,125,,,,"HORIZONTAL well; lateral 7,295-9,462 ft; gross depth range",2167,2/29/2008,34.767929,-96.229619
35-063-23987,Newfield Exploration,11,6,2007,3H-35 Turpin,unnamed,Hughes,Woodford,6794,6794,,,3120,556,,,120,,,,"HORIZONTAL well; lateral 7,548-9,693 ft; gross depth range",2145,5/16/2008,34.767929,-96.228519
35-145-23007,Coronado Great Plains,11,6,2007,12-1 Thompson,Coweta District,Wagoner,Woodford,1158,1158-1181,,,12,144,,,,,,,,,5/1/2009,35.959903,-95.56395
35-121-23879,Sedna Energy,11,7,2007,1-36 Geneva,Brewer S,Pittsburg,Woodford,11487,11487-11602,,,2681,96,,,185,,,,Gross depth range; discovery-extension,,3/21/2008,34.769381,-95.891934
35-019-09794,Merit Energy,11,9,2007,76 Joiner City Unit,Joiner City,Carter,Woodford,8680,8680-8798,,,80,12,,,,3,40,26667,"IPP OIL 3 BPD; GOR 26,667; OIL GTY 40 API DEG; OWWO",,2/15/2008,34.141043,-97.481312
35-121-23941,Petroquest Energy,11,9,2007,1-30H Parr,Mekko,Pittsburg,Woodford,8200,8200,,,1934,288,,,160,,,,"HORIZONTAL well; lateral 8,700-11,304 ft; gross depth range; discovery-extension",2604,3/28/2008,35.046308,-95.768258
35-083-23855,GLB Exploration,11,9,2007,1 Kates,Prairie Bell NW,Logan,Woodford,6014,6014-6090,,,23,66,,,,37,37,621,OIL WELL; IPF OIL 37 BPD; GOR 621; OIL GTY 37 API DEG,,,35.749131,-97.547368
35-029-20803,Newfield Exploration,11,11,2007,1H-29 Stephens,unnamed,Coal,Woodford,10367,10367,,,859,67,,,60,,,,"HORIZONTAL well; lateral 11,344-13,152 ft; gross depth range; discovery-new field",1808,2/15/2008,34.617342,-96.165625
35-029-20868,Newfield Exploration,11,12,2007,1H-15 Mowdy,unnamed,Coal,Woodford,11063,11063,,,2007,831,,,200,,,,"HORIZONTAL well; lateral 11,755-13,900 ft; gross depth range; discovery-new field",2145,2/29/2008,34.63553,-96.143614
35-063-23945,Newfield Exploration,11,12,2007,2H-21 Morris,unnamed,Hughes,Woodford; Caney;Woodford,7898,7898,7580,,1241,,,,,,,,"HORIZONTAL well; commingled; lateral Woodford 9,147-9,424 ft; Caney 9,524-9,798 ft; Woodford 9,898-10,915; gross depth range",1768,4/4/2008,34.806124,-96.161184
35-017-23972,Devon Energy,11,15,2007,1-36H Hancock,Watonga-Chickasha,Canadian,Woodford,12892,12892,,,668,249,,,150,,,,"HORIZONTAL well; lateral 13,221-15,781 ft; gross depth range; first Anadarko Basin Horizontal Woodford well",2560,8/8/2008,35.555861,-98.223647
35-063-23949,Avatar Energy Limited Liability,11,15,2007,1-23 W. Nicole,Lamar S,Hughes,Woodford,5054,5054-5095,,,367,288,,,100,,,,,,12/19/2008; 2/17/2009,35.068733,-96.111917
35-063-23942,Chesapeake Operating,11,16,2007,1-2H D & D Properties LLC,Cabaniss NW,Hughes,Woodford,6155,6155,,,1342,533,,,590,,,,"HORIZONTAL well; lateral 6,400-9,892 ft; gross depth range; discovery-extension",3492,4/4/2008,35.015347,-96.108664
35-063-23966,Newfield Exploration,11,16,2007,2H-33 Clayton,unnamed,Hughes,Woodford,7069,7069,,,,,,,,,,,"HORIZONTAL well; lateral 7,616-9,187 ft; gross depth range",1571,5/9/2008,34.782146,-96.252531
35-091-21666,Brown & Borelli,11,16,2007,1 Ogden 13,Warner SW,McIntosh,Caney,1713,1713-1755,,,27,85,,,,,,,,,12/19/2008,35.43398,-95.352578
35-029-20897,Antero Resources,11,17,2007,27-3H Duncan,unnamed,Coal,Woodford,8134,8134,,,650,,,800,100,,,,"HORIZONTAL well; lateral 8,783-12,530 ft",3747,4/11/2008,34.433827,-96.242575
35-121-23913,XTO Energy,11,18,2007,3-30H Rogers,Pine Hollow S,Pittsburg,Woodford,7813,7813,,,2254,474,,,220,,,,"HORIZONTAL well; lateral 8,685-11,264 ft",2579,1/25/2008,34.870193,-96.074727
35-121-23902,XTO Energy,11,18,2007,2-3H Gibson,Ashland S,Pittsburg,Woodford,9726,9726,,,1723,386,,,600,,,,"HORIZONTAL well; lateral 10,340-13,194 ft; drilling problems",2854,2/15/2008,34.753879,-96.029843
35-145-23031,Coronado Great Plains,11,18,2007,7-1 Johnson,Tullahassee District,Wagoner,Woodford,858,0858-0886,,,42,114,,,,,,,,,5/1/2009,35.872024,-95.446276
35-063-23980,Avatar Energy Limited Liability,11,19,2007,1-24W Dylan,Lamar E,Hughes,Woodford,5043,5043-5092,5110-5145,,425,210,,,610,,,,Gross depth range,,4/3/2009,35.067878,-96.100904
35-063-23950,Newfield Exploration,11,20,2007,3H-27 Whitlow,unnamed,Hughes,Woodford,7250,7250,,,2579,554,,,230,,,,"HORIZONTAL well; lateral 8,048-9,984 ft; gross depth range",1936,5/30/2008,34.786036,-96.243796
35-029-20901,Devon Energy,11,20,2007,1-27H Bellettini,unnamed,Coal,Woodford,7113,7113,,,2023,439,,,700,,,,"HORIZONTAL well; lateral 8,198-9,977 ft; gross depth range; discovery-new field",1779,3/28/2008,34.709734,-96.236331
35-029-20903,Continental Resources,11,20,2007,1-7H Rushing,Centrahoma NE,Coal,Woodford,7058,7058,,,825,250,,,70,,,,"HORIZONTAL well; lateral 7,200-9,994 ft; gross depth range",2794,11/14/2008,34.65352,-96.289947
35-029-20895,Antero Resources,11,21,2007,27-2H Duncan,unnamed,Coal,Woodford,8281,8281,,,686,867,,630,160,,,,"HORIZONTAL well; lateral 9,077-13,091 ft",4014,4/18/2008,34.431935,-96.238256
35-063-23984,Newfield Exploration,11,21,2007,3H-36 Genevieve,unnamed,Hughes,Woodford,6752,6752,,,2118,840,,,165,,,,"HORIZONTAL well; lateral 7,191-9,606 ft; gross depth range",2415,5/23/2008,34.944574,-96.105374
35-145-23032,WCT Operating,11,21,2007,1-17 Weeks,D&A,Wagoner,Woodford,804,0804-0828,,,,,,,,,,,D&A,,1/23/2009,35.862086,-95.413952
35-029-20907,Newfield Exploration,11,22,2007,3H-31 Patterson,unnamed,Coal,Woodford,7581,7581,,,10276,1399,,,740,,,,"HORIZONTAL well; lateral 8,251-12,404 ft; gross depth range",4153,2/22/2008,34.766174,-96.183065
35-063-23995,Devon Energy,11,22,2007,1-32H Mendenhall,Gerty N,Hughes,Woodford,7127,7127,,,1016,508,,600,,,,,"HORIZONTAL well; lateral 7,364-9,423 ft; gross depth range; discovery-extension",2059,3/28/2008,34.855351,-96.266115
35-121-23955,Petroquest Energy,11,22,2007,1-2H Perry,Pine Hollow S,Pittsburg,Woodford,8302,8302,,,4112,106,,,160,,,,"HORIZONTAL well; lateral 8,955-11,044 ft; gross depth range",2089,5/16/2008,35.017244,-95.797084
35-005-20354,Newfield Exploration,11,26,2007,1H-8 Prather,Ashland S,Atoka,Woodford,11917,11917,,,3467,110,,,,,,,"HORIZONTAL well; lateral 12,396-14,200 ft; gross depth range; discovery-extension",1804,3/28/2008,34.66482,-96.073524
35-029-20804,Newfield Exploration,11,27,2007,1H-22 Mowdy,unnamed,Coal,Woodford,11104,11104,,,3472,190,,,,,,,"HORIZONTAL well; lateral 11,600-14,000 ft; gross depth range; discovery-new field",2400,4/18/2008,34.63553,-96.143614
35-029-20892,St. Mary Land & Exploration,11,30,2007,1-5 Wilma Hampton,unnamed,Coal,Woodford,9790,9790,,,1400,66,,,190,,,,"HORIZONTAL well; lateral 11,015-11,420 ft; gross depth range; discovery-extension",405,2/15/2008,34.591211,-96.177636
35-063-23982,Devon Energy,11,30,2007,1-35H Baldwin,Calvin SE,Hughes,Woodford,6812,6812,,,1470,420,,,490,,,,"HORIZONTAL well; lateral 7,125-9,503 ft; gross depth range",2378,3/28/2008,34.869946,-96.21108
35-063-23882,Devon Energy,11,30,2007,1-24H Pearson,unnamed,Hughes,Woodford,8014,8014,,,2944,280,,,575,,,,"HORIZONTAL well; lateral 8,212-10,040 ft; gross depth range; discovery-new field",1828,5/16/2008,34.796949,-96.20421
35-029-20882,Antero Resources,12,1,2007,16-1H City of Lehigh,unnamed,Coal,Woodford,8870,8870,,,151,45,,,100,,,,"HORIZONTAL well; lateral 10,571-12,693 ft; discovery-new field",2122,4/11/2008,34.47562,-96.253489
35-121-23934,Petroquest Energy,12,1,2007,1-11H McGill,Pine Hollow S,Pittsburg,Woodford,7566,7566,,,3921,218,,,57,,,,"HORIZONTAL well; lateral 7,985-9,352 ft; gross depth range; drilling problems; sidetracked lateral; lost tools",1367,5/30/2008,34.926273,-96.015208
35-121-23900,Petroquest Energy,12,2,2007,2-35H Schwartz,Reams NW,Pittsburg,Woodford,8590,8590,,,2507,978,,,200,,,,"HORIZONTAL well; lateral 8,720-12,304 ft; gross depth range",3584,2/29/2008,35.029991,-95.794943
35-145-23055,WCT Operating,12,5,2007,3-1 Dunkin,Wagoner District,Wagoner,Woodford,636,0636-0667,,,20,150,,,,,,,,,4/18/2008,35.981684,-95.447787
35-063-24000,Newfield Exploration,12,6,2007,3H-22 Tollett,unnamed,Hughes,Woodford,7340,7340,,,9284,879,,,,,,,"HORIZONTAL well; lateral 7,865-12,097 ft; discovery-new field",4232,6/6/2008,34.795071,-96.232794
35-145-23011,WCT Operating,12,6,2007,1-17 Dunkin,Wagoner District,Wagoner,Woodford,886,0886-0914,,,10,160,,,,,,,,,3/21/2008,35.945381,-95.419619
35-029-20885,Antero Resources,12,6,2007,33-1H Helvey Federal,unnamed,Coal,Woodford,7437,7437,,,835,952,,,40,,,,"HORIZONTAL well; lateral 8,174-11,788 ft",3614,5/2/2008,34.419286,-96.251395
35-005-20357,Antero Resources,12,6,2007,17-2H Russell,unnamed,Atoka,Woodford,8972,8972,,,2080,385,,,900,,,,"HORIZONTAL well; lateral 10,712-13,314 ft",2602,5/16/2008,34.388306,-96.177226
35-063-23954,Newfield Exploration,12,9,2007,4H-27 Whitlow,unnamed,Hughes,Woodford,7171,7171,,,2068,237,,,,,,,"HORIZONTAL well; lateral 7,730-9,944 ft; gross depth range",2214,5/9/2008,34.786036,-96.243796
35-005-20356,Antero Resources,12,10,2007,17-3H Russell,unnamed,Atoka,Woodford,9176,9176,,,2650,365,,600,200,,,,"HORIZONTAL well; lateral 10,817-14,067 ft",3250,4/25/2008,34.390303,-96.168495
35-063-23956,Chesapeake Operating,12,11,2007,1-23H Burns,Calvin E,Hughes,Woodford,5640,5640,,,597,260,,,85,,,,"HORIZONTAL well; lateral 8,550-9,442 ft; gross depth range; recompleted to Woodford Shale 5,675-9,442 ft on 1/9/2014; OWWO",892,3/28/2008; 4/11/2014,34.971509,-96.215623
35-005-20359,Pablo Energy II LLC,12,11,2007,1H-33 Eldridge,unnamed,Atoka,Woodford,9050,9050,,,644,414,,,110,,,,"HORIZONTAL well; lateral 9,100-11,655 ft; gross depth range; discovery-new field",2555,4/4/2008,34.245071,-96.155408
35-005-20370,Antero Resources,12,11,2007,16-1H Williamson State,unnamed,Atoka,Woodford,9398,9398,,,2508,1222,,,250,,,,"HORIZONTAL well; lateral 10,016-13,807 ft; discovery-extension",3791,6/27/2008,34.388405,-96.161949
35-111-27175,Noble Energy Production,12,12,2007,25-11H Shoulders,Salem N,Okmulgee,Woodford,3138,3138,,,34,,,,87,,,,"HORIZONTAL well; lateral 3138-3190 ft; gross depth range; also perfed Mississippian 3,999-4,873 ft; abandoned after recovering 4.24 MMcfg",52,9/19/2008,35.397525,-95.885283
35-121-23980,Petroquest Energy,12,14,2007,1-36H Schwarz,Reams NW,Pittsburg,Woodford,8445,8445,,,2430,940,,,160,,,,"HORIZONTAL well; lateral 8,890-11,954 ft; gross depth range",3064,3/28/2008,35.031823,-95.786118
35-121-23827,Sedna Energy,12,17,2007,1-2 Ulis,unnamed,Pittsburg,Caney; Woodford,11303,11303-11360,11670-11790,,2586,48,,,100,,,,Commingled; gross depth range; discovery-new field,,5/9/2008,34.754999,-95.910683
35-063-23908,Chesapeake Operating,12,17,2007,1-26H Boyce,unnamed,Hughes,Woodford,5670,5670,,,378,224,,,55,,,,"HORIZONTAL well; lateral 5,924-8,721 ft; gross depth range; discovery-new field",2797,5/30/2008; 7/22/2008,34.956955,-96.224802
35-019-25083,"Jones, L.E., Operating",12,18,2007,1-33 Rose,Berwyn SW,Carter,Woodford,10098,10098-10194,,,702,49,,1950,200,6,40,117000,"IPF OIL 6 BPD; OIL GTY 40 API DEG; GOR 117,000; discovery-extension-deeper pool",,4/25/2008,34.253581,-97.100415
35-029-20893,Newfield Exploration,12,18,2007,1-10 Mowdy,unnamed,Coal,Woodford,11148,11148,,,1192,,,,,,,,"HORIZONTAL well; lateral 11,741-14,010 ft; gross depth range; discovery-new field",2269,6/6/2008,34.65019,-96.143617
35-029-20857,Newfield Exploration,12,18,2007,1H-10 Mowdy,Ashland SW,Coal,Woodford,11148,11148,,,1192,,,,,,,,"HORIZONTAL well; lateral 11,741-14,010 ft; gross depth range",2269,6/20/2008,34.664692,-96.143636
35-029-20886,Devon Energy,12,22,2007,1-5H Double 5 Ranch West,unnamed,Coal,Woodford,6505,6505,,,716,800,,,240,,,,"HORIZONTAL well; lateral 7,615-9,601 ft; gross depth range; discovery-new field",1986,3/28/2008,34.753295,-96.285371
35-029-20902,Chesapeake Operating,12,22,2007,1-2H Freas,unnamed,Coal,Woodford,8803,8803,,,4047,1380,,2279,900,,,,"HORIZONTAL well; lateral 9,015-12,158 ft; gross depth range; discovery-new field",3143,5/30/2008,34.754514,-96.121717
35-063-23990,Newfield Exploration,12,22,2007,3H-4 Adams,Ashland N,Hughes,Woodford,8068,8068,,,1543,395,,,,,,,"HORIZONTAL well; lateral 8,765-11,870 ft; gross depth range",3105,5/16/2008,34.838827,-96.145755
35-063-23964,Devon Energy,12,23,2007,1-3H Smith,Gerty E,Hughes,Woodford,7712,7712,,,1617,263,,,350,,,,"HORIZONTAL well; lateral 7,971-9,803 ft; gross depth range; discovery-extension",1832,3/7/2008,34.840359,-96.239382
35-005-20358,Antero Resources,12,25,2007,17-4H Russell,Boggy Depot E,Atoka,Woodford,9287,9287,,,1638,44,,908,632,,,,"HORIZONTAL well; lateral 9,969-13,463 ft; discovery-extension",3494,11/14/2008,34.388306,-96.164088
35-029-20908,Newfield Exploration,12,26,2007,3H-36 Parker,unnamed,Coal,Woodford,7272,7272,,,7830,337,,,,,,,"HORIZONTAL well; lateral 7,843-12,027 ft; discovery-new field",4184,4/18/2008,34.766124,-96.197658
35-063-23991,Continental Resources,12,26,2007,1-15H Houk,Citra NE,Hughes,Woodford,5870,5870,,,638,455,,,120,,,,"HORIZONTAL well; lateral 6,116-8,513 ft; gross depth range;discovery-extension",2397,6/20/2008,34.82404,-96.353238
35-029-20899,Devon Energy,12,27,2007,1-6H Double 5 Ranch West,unnamed,Coal,Woodford,6625,6625,,,1085,631,,,210,,,,"HORIZONTAL well; lateral 6,999-8,912 ft; gross depth range; discovery-new field",1913,3/28/2008,34.753295,-96.285371
35-063-23910,EOG Resources,12,30,2007,26-1 Stover,Holdenville,Hughes,Woodford,4676,4676-4902,,,229,148,,1100,110,,,,"HORIZONTAL well; lateral 4,915-6,763 ft; discovery-extension",1848,3/7/2008,34.964258,-96.428026
35-029-20896,Antero Resources,12,31,2007,27-4H Duncan,unnamed,Coal,Woodford,7961,7961,,,222,204,,700,80,,,,"HORIZONTAL well; lateral 7,996-12,695 ft",4699,4/18/2008,34.433827,-96.246957
35-063-24006,Newfield Exploration,12,31,2007,2H-17 Burton,Ashland N,Hughes,Woodford,8016,8016,,,4544,353,,,,,,,"HORIZONTAL well; lateral 8,642-12,756 ft; gross depth range",4114,4/18/2008,34.809738,-96.163399
35-029-20870,Newfield Exploration,12,31,2007,2H-13 Cometti,unnamed,Coal,Woodford,11274,11274,,,1541,,,,,,,,"HORIZONTAL well; lateral 12,347-14,693 ft; gross depth range; discovery-extension",2346,5/2/2008,34.652154,-96.104183
35-029-20900,Devon Energy,1,2,2008,1-21H Strunk,Iona NE,Coal,Woodford,6475,6475,,,764,298,,,300,,,,"HORIZONTAL well; lateral 6,882-8,694 ft; gross depth range",1812,3/7/2008,34.722401,-96.259352
35-029-20909,St. Mary Land & Exploration,1,3,2008,3-11 Carman,Coalgate N,Coal,Woodford,8662,8662,,,1198,1200,,,400,,,,"HORIZONTAL well; lateral 8,845-12,550 ft; gross depth range",3705,2/15/2008,34.564801,-96.229732
35-063-23989,Chesapeake Operating,1,3,2008,1-8H Bonnell,Hill Top,Hughes,Woodford,6736,6736,,,1437,493,,,180,,,,"HORIZONTAL well; lateral 7,030-9,402 ft; gross depth range",2372,4/4/2008,34.913656,-96.167092
35-121-23930,Cimarex Energy,1,7,2008,13H-30 Quaid,Ashland S,Pittsburg,Woodford,8990,8990,,,2193,,,,1250,,,,"HORIZONTAL well; lateral 9,416-11,856 ft; gross depth range",2440,3/28/2008,34.697638,-96.08249
35-063-23994,Devon Energy,1,9,2008,1-32H RWD 2,Ashland N,Hughes,Woodford,7758,7758,,,3503,233,,,575,,,,"HORIZONTAL well; lateral 8,277-10,642 ft; gross depth range; discovery-extension",2365,3/28/2008; 2/21/2012,34.771701,-96.169894
35-005-20360,Newfield Exploration,1,9,2008,1H-6 Sexton,Wardville,Atoka,Woodford,12570,12570,,,2395,60,,,,,,,"HORIZONTAL well; lateral 13,038-14,354 ft; gross depth range; discovery-new field",1316,4/18/2008; 2/21/2012,34.679546,-95.98414
35-121-23968,Chesapeake Operating,1,9,2008,1-11H Sloan,unnamed,Pittsburg,Woodford,9450,9450,,,2379,280,,,,,,,"HORIZONTAL well; lateral 10,537-12,612 ft; gross depth range; discovery-new field",2076,4/25/2008,34.828513,-96.018792
35-113-42654,CEP Mid-Continent,1,10,2008,977 Marshall,Barnsdall S,Osage,Nuyaka; Mulky; Oakley,1150,1150-1154,1522-1533,1596-1599,33,160,,,,,,,"Commingled; Mulky ""coal"" interval is Excello Shale",,2/29/2008,36.48001,-96.182066
35-029-20915,Antero Resources,1,11,2008,29-1H Glass,unnamed,Coal,Woodford,7541,7541,,,1853,693,,,250,,,,"HORIZONTAL well; lateral 8,354-11,799 ft; discovery-new field",3445,6/6/2008,34.446465,-96.271047
35-029-20904,Devon Energy,1,12,2008,1-17H Double 5 Ranch West,unnamed,Coal,Woodford,6758,6758,,,626,505,,,200,,,,"HORIZONTAL well; lateral 7,059-9,069 ft; gross depth range; discovery-new field",2010,5/16/2008,34.75136,-96.285371
35-063-23976,Newfield Exploration,1,15,2008,3H-3 Morris,Ashland N,Hughes,Woodford,8083,8083,,,2174,467,,,,,,,"HORIZONTAL well; lateral 8,759-11,042 ft; gross depth range",2283,5/23/2008,34.838827,-96.132602
35-121-23977,XTO Energy,1,16,2008,7-15H McClung,Ashland S,Pittsburg,Woodford,10180,10180,,,3009,340,,,340,,,,"HORIZONTAL well; lateral 10,370-12,423 ft",2053,3/28/2008,34.728435,-96.038578
35-145-22930,Yale Oil Association Inc.,1,18,2008,3-29 Korte,Striker District,Wagoner,Woodford,1136,1136-1156,,,10,,,,,,,,,,3/22/2011,36.008871,-95.624339
35-095-20497,Walter Oil & Gas,1,20,2008,1H-15 Billy Awalt,unnamed,Marshall,Woodford,6169,6169,,,781,200,,500,100,239,37,3268,"OIL WELL; HORIZONTAL well; lateral 6,402-8,945 ft;IPP OIL 239 BPD; OIL GTY 37 API DEG",2543,,34.117066,-96.659099
35-063-23974,Newfield Exploration,1,20,2008,4H-3 Morris,Ashland N,Hughes,Woodford,8105,8105,,,1446,207,,,,,,,"HORIZONTAL well; lateral 8,837-11,080 ft; gross depth range",2243,5/23/2008,34.838827,-96.132602
35-063-23969,Newfield Exploration,1,20,2008,2H-3 Morris,Ashland N,Hughes,Woodford,8104,8104,,,1606,180,,,,,,,"HORIZONTAL well; lateral 8,727-10,760 ft; gross depth range",2033,5/23/2008,34.838827,-96.132602
35-121-23946,Continental Resources,1,21,2008,1-6H Mary,Ashland N,Pittsburg,Woodford; Hunton,11554,11554,,,1691,69,,,85,,,,"HORIZONTAL well; lateral 11,775-12,408 ft Woodford, 12,516-13,213 ft Hunton",,,34.929281,-95.654705
35-005-20369,Pablo Energy II LLC,1,22,2008,1H-14 Arvel,unnamed,Atoka,Woodford,7097,7097,,,759,408,,807,100,,,,"HORIZONTAL well; lateral 7,227-10,225 ft; gross depth range; discovery-new field",2998,5/9/2008,34.30327,-96.22319
